SEQN,cycle,RIDAGEYR,sub_cluster_id
93180,2015-2016,37.0,1
93181,2015-2016,46.0,1
93185,2015-2016,44.0,1
93186,2015-2016,38.0,-1
93192,2015-2016,48.0,1
93196,2015-2016,56.0,1
93206,2015-2016,44.0,1
93208,2015-2016,59.0,-1
93209,2015-2016,60.0,-1
93212,2015-2016,69.0,1
93213,2015-2016,32.0,-1
93238,2015-2016,69.0,1
93239,2015-2016,24.0,1
93240,2015-2016,31.0,1
93242,2015-2016,46.0,-1
93245,2015-2016,63.0,1
93252,2015-2016,48.0,-1
93265,2015-2016,56.0,1
93270,2015-2016,67.0,1
93272,2015-2016,62.0,1
93273,2015-2016,53.0,-1
93275,2015-2016,40.0,1
93277,2015-2016,40.0,-1
93279,2015-2016,46.0,1
93282,2015-2016,47.0,1
93285,2015-2016,66.0,-1
93286,2015-2016,56.0,1
93303,2015-2016,63.0,1
93306,2015-2016,43.0,1
93307,2015-2016,31.0,1
93310,2015-2016,57.0,1
93326,2015-2016,66.0,-1
93352,2015-2016,40.0,1
93353,2015-2016,61.0,1
93354,2015-2016,64.0,1
93355,2015-2016,69.0,1
93360,2015-2016,62.0,1
93363,2015-2016,35.0,-1
93364,2015-2016,69.0,1
93373,2015-2016,44.0,1
93381,2015-2016,47.0,1
93386,2015-2016,50.0,1
93390,2015-2016,60.0,-1
93392,2015-2016,26.0,-1
93399,2015-2016,59.0,1
93407,2015-2016,60.0,1
93413,2015-2016,57.0,1
93417,2015-2016,51.0,1
93427,2015-2016,28.0,1
93430,2015-2016,26.0,1
93431,2015-2016,54.0,1
93437,2015-2016,52.0,-1
93454,2015-2016,59.0,-1
93456,2015-2016,50.0,1
93463,2015-2016,69.0,1
93469,2015-2016,50.0,-1
93473,2015-2016,22.0,-1
93485,2015-2016,60.0,1
93489,2015-2016,47.0,-1
93495,2015-2016,65.0,-1
93498,2015-2016,54.0,1
93504,2015-2016,37.0,1
93511,2015-2016,40.0,-1
93512,2015-2016,55.0,-1
93513,2015-2016,47.0,1
93516,2015-2016,43.0,1
93518,2015-2016,41.0,1
93520,2015-2016,52.0,1
93528,2015-2016,27.0,1
93529,2015-2016,59.0,1
93532,2015-2016,51.0,1
93533,2015-2016,53.0,-1
93539,2015-2016,69.0,1
93547,2015-2016,48.0,1
93555,2015-2016,57.0,1
93557,2015-2016,55.0,1
93558,2015-2016,67.0,-1
93565,2015-2016,60.0,-1
93567,2015-2016,64.0,-1
93571,2015-2016,53.0,1
93574,2015-2016,47.0,1
93578,2015-2016,65.0,1
93587,2015-2016,29.0,1
93589,2015-2016,66.0,-1
93596,2015-2016,55.0,1
93608,2015-2016,57.0,1
93614,2015-2016,60.0,1
93618,2015-2016,25.0,1
93619,2015-2016,44.0,1
93620,2015-2016,48.0,1
93621,2015-2016,66.0,1
93631,2015-2016,68.0,-1
93633,2015-2016,63.0,-1
93638,2015-2016,33.0,1
93640,2015-2016,38.0,-1
93643,2015-2016,64.0,-1
93654,2015-2016,29.0,-1
93655,2015-2016,38.0,1
93659,2015-2016,62.0,1
93663,2015-2016,43.0,1
93689,2015-2016,69.0,1
93700,2015-2016,35.0,1
