SEQN,cycle,RIDAGEYR,sub_cluster_id
85304,2015-2016,68.0,-1
85314,2015-2016,69.0,1
85315,2015-2016,32.0,-1
85318,2015-2016,60.0,1
85332,2015-2016,62.0,1
85348,2015-2016,59.0,-1
85351,2015-2016,51.0,1
85352,2015-2016,38.0,-1
85355,2015-2016,22.0,1
85356,2015-2016,43.0,-1
85360,2015-2016,58.0,1
85367,2015-2016,49.0,1
85369,2015-2016,31.0,-1
85370,2015-2016,62.0,1
85374,2015-2016,43.0,1
85380,2015-2016,55.0,1
85394,2015-2016,34.0,1
85398,2015-2016,65.0,1
85401,2015-2016,46.0,1
85415,2015-2016,41.0,-1
85423,2015-2016,65.0,1
85431,2015-2016,47.0,1
85435,2015-2016,26.0,1
85441,2015-2016,66.0,1
85442,2015-2016,64.0,-1
85443,2015-2016,48.0,1
85444,2015-2016,56.0,1
85451,2015-2016,53.0,1
85453,2015-2016,42.0,1
85454,2015-2016,55.0,1
85456,2015-2016,68.0,-1
85463,2015-2016,48.0,1
85464,2015-2016,67.0,-1
85465,2015-2016,66.0,1
85467,2015-2016,67.0,1
85477,2015-2016,44.0,1
85481,2015-2016,51.0,1
85485,2015-2016,56.0,-1
85491,2015-2016,62.0,1
85497,2015-2016,34.0,1
85499,2015-2016,61.0,1
85501,2015-2016,66.0,-1
85508,2015-2016,50.0,1
85510,2015-2016,60.0,1
85511,2015-2016,25.0,1
85516,2015-2016,59.0,1
85522,2015-2016,50.0,1
85523,2015-2016,45.0,-1
85529,2015-2016,65.0,1
85541,2015-2016,63.0,1
85548,2015-2016,38.0,1
85549,2015-2016,64.0,1
85557,2015-2016,38.0,1
85566,2015-2016,42.0,1
85577,2015-2016,50.0,-1
85578,2015-2016,62.0,1
85586,2015-2016,52.0,1
85588,2015-2016,25.0,1
85589,2015-2016,29.0,1
85598,2015-2016,63.0,1
85603,2015-2016,33.0,1
85613,2015-2016,37.0,1
85614,2015-2016,55.0,-1
85618,2015-2016,53.0,1
85628,2015-2016,62.0,1
85630,2015-2016,42.0,-1
85631,2015-2016,20.0,1
85634,2015-2016,46.0,-1
85635,2015-2016,57.0,1
85636,2015-2016,52.0,1
85641,2015-2016,69.0,1
85648,2015-2016,67.0,1
85651,2015-2016,33.0,1
85655,2015-2016,27.0,1
85660,2015-2016,54.0,1
85661,2015-2016,36.0,1
85662,2015-2016,69.0,-1
85663,2015-2016,62.0,-1
85664,2015-2016,58.0,1
85667,2015-2016,38.0,-1
85672,2015-2016,63.0,1
85674,2015-2016,61.0,1
85683,2015-2016,69.0,1
85684,2015-2016,61.0,1
85685,2015-2016,67.0,-1
85701,2015-2016,67.0,1
85706,2015-2016,28.0,1
85707,2015-2016,41.0,1
85711,2015-2016,52.0,1
85714,2015-2016,52.0,-1
85718,2015-2016,64.0,1
85725,2015-2016,60.0,1
85726,2015-2016,60.0,1
85728,2015-2016,66.0,1
85731,2015-2016,44.0,1
85733,2015-2016,60.0,-1
85736,2015-2016,51.0,-1
85738,2015-2016,60.0,1
85741,2015-2016,60.0,-1
85746,2015-2016,50.0,1
85748,2015-2016,51.0,1
85750,2015-2016,64.0,1
85753,2015-2016,42.0,1
85759,2015-2016,43.0,1
85760,2015-2016,58.0,-1
85761,2015-2016,54.0,1
85772,2015-2016,53.0,1
85774,2015-2016,61.0,1
85775,2015-2016,43.0,1
85777,2015-2016,68.0,1
85789,2015-2016,33.0,1
85796,2015-2016,38.0,-1
85799,2015-2016,36.0,-1
85801,2015-2016,59.0,1
85803,2015-2016,66.0,1
85804,2015-2016,52.0,1
85807,2015-2016,60.0,-1
85811,2015-2016,57.0,1
85816,2015-2016,50.0,1
85817,2015-2016,36.0,1
85825,2015-2016,42.0,-1
85828,2015-2016,64.0,1
85830,2015-2016,66.0,-1
85831,2015-2016,46.0,-1
85833,2015-2016,59.0,-1
85834,2015-2016,59.0,1
85836,2015-2016,56.0,1
85837,2015-2016,66.0,1
85844,2015-2016,55.0,1
85852,2015-2016,61.0,-1
85855,2015-2016,62.0,1
85856,2015-2016,47.0,1
85858,2015-2016,48.0,1
85866,2015-2016,48.0,-1
85867,2015-2016,55.0,1
85870,2015-2016,66.0,1
85872,2015-2016,60.0,-1
85876,2015-2016,48.0,-1
85879,2015-2016,66.0,1
85893,2015-2016,61.0,1
85896,2015-2016,60.0,1
85898,2015-2016,47.0,-1
85900,2015-2016,65.0,-1
85902,2015-2016,56.0,1
85911,2015-2016,49.0,1
85914,2015-2016,62.0,1
85918,2015-2016,66.0,-1
85920,2015-2016,61.0,1
85922,2015-2016,47.0,1
85925,2015-2016,65.0,1
85928,2015-2016,66.0,-1
85935,2015-2016,68.0,-1
85949,2015-2016,64.0,1
85951,2015-2016,25.0,1
85958,2015-2016,32.0,1
85962,2015-2016,65.0,1
85964,2015-2016,50.0,1
85968,2015-2016,61.0,1
85970,2015-2016,64.0,1
85973,2015-2016,54.0,1
85974,2015-2016,59.0,-1
85977,2015-2016,35.0,-1
85978,2015-2016,68.0,1
85981,2015-2016,29.0,1
85990,2015-2016,50.0,1
85995,2015-2016,42.0,1
85996,2015-2016,54.0,1
86000,2015-2016,37.0,-1
86002,2015-2016,61.0,-1
86005,2015-2016,55.0,1
86007,2015-2016,46.0,1
86011,2015-2016,45.0,1
86013,2015-2016,64.0,1
86014,2015-2016,39.0,1
86021,2015-2016,42.0,-1
86026,2015-2016,61.0,1
86028,2015-2016,56.0,1
86032,2015-2016,50.0,1
86033,2015-2016,35.0,-1
86034,2015-2016,48.0,-1
86036,2015-2016,61.0,-1
86037,2015-2016,65.0,1
86041,2015-2016,35.0,1
86044,2015-2016,67.0,1
86051,2015-2016,36.0,1
86052,2015-2016,59.0,1
86053,2015-2016,57.0,1
86057,2015-2016,46.0,1
86065,2015-2016,69.0,1
86067,2015-2016,51.0,-1
86068,2015-2016,20.0,1
86069,2015-2016,63.0,1
86070,2015-2016,52.0,-1
86082,2015-2016,49.0,1
86091,2015-2016,64.0,1
86092,2015-2016,36.0,-1
86093,2015-2016,66.0,1
86096,2015-2016,49.0,1
86098,2015-2016,56.0,1
86100,2015-2016,33.0,-1
86102,2015-2016,52.0,1
86113,2015-2016,47.0,1
86121,2015-2016,23.0,1
86126,2015-2016,26.0,1
86127,2015-2016,46.0,1
86132,2015-2016,59.0,1
86137,2015-2016,47.0,-1
86139,2015-2016,69.0,1
86143,2015-2016,57.0,-1
86146,2015-2016,40.0,1
86149,2015-2016,54.0,1
86158,2015-2016,45.0,1
86165,2015-2016,65.0,-1
86167,2015-2016,36.0,1
86173,2015-2016,31.0,1
86175,2015-2016,33.0,-1
86176,2015-2016,33.0,1
86178,2015-2016,69.0,-1
86182,2015-2016,54.0,1
86183,2015-2016,46.0,1
86185,2015-2016,53.0,1
86189,2015-2016,28.0,1
86192,2015-2016,59.0,1
86195,2015-2016,61.0,1
86197,2015-2016,62.0,-1
86200,2015-2016,48.0,1
86203,2015-2016,48.0,-1
86205,2015-2016,25.0,1
86208,2015-2016,53.0,1
86215,2015-2016,63.0,-1
86219,2015-2016,60.0,1
86220,2015-2016,38.0,-1
86221,2015-2016,57.0,1
86238,2015-2016,45.0,1
86239,2015-2016,57.0,1
86242,2015-2016,62.0,1
86243,2015-2016,62.0,1
86245,2015-2016,47.0,-1
86259,2015-2016,43.0,1
86268,2015-2016,57.0,1
86272,2015-2016,22.0,1
86277,2015-2016,65.0,-1
86278,2015-2016,22.0,1
86279,2015-2016,35.0,1
86282,2015-2016,51.0,1
86284,2015-2016,46.0,-1
86286,2015-2016,60.0,1
86291,2015-2016,60.0,1
86296,2015-2016,40.0,1
86298,2015-2016,50.0,1
86318,2015-2016,63.0,-1
86322,2015-2016,39.0,1
86324,2015-2016,29.0,1
86325,2015-2016,60.0,-1
86335,2015-2016,60.0,-1
86336,2015-2016,62.0,1
86338,2015-2016,55.0,-1
86347,2015-2016,54.0,-1
86350,2015-2016,49.0,-1
86351,2015-2016,53.0,1
86356,2015-2016,49.0,1
86358,2015-2016,62.0,1
86359,2015-2016,37.0,-1
86360,2015-2016,50.0,1
86362,2015-2016,58.0,1
86364,2015-2016,42.0,1
86365,2015-2016,68.0,-1
86366,2015-2016,53.0,1
86367,2015-2016,48.0,1
86393,2015-2016,45.0,-1
86394,2015-2016,38.0,-1
86395,2015-2016,36.0,1
86399,2015-2016,35.0,1
86401,2015-2016,53.0,-1
86409,2015-2016,21.0,-1
86416,2015-2016,51.0,-1
86418,2015-2016,57.0,1
86428,2015-2016,39.0,1
86430,2015-2016,66.0,-1
86439,2015-2016,67.0,-1
86441,2015-2016,50.0,-1
86443,2015-2016,59.0,1
86445,2015-2016,51.0,-1
86451,2015-2016,63.0,-1
86452,2015-2016,45.0,1
86454,2015-2016,64.0,1
86460,2015-2016,37.0,-1
86461,2015-2016,31.0,1
86473,2015-2016,62.0,-1
86480,2015-2016,65.0,-1
86485,2015-2016,69.0,-1
86490,2015-2016,31.0,-1
86493,2015-2016,44.0,1
86505,2015-2016,64.0,-1
86507,2015-2016,30.0,1
86512,2015-2016,59.0,1
86514,2015-2016,44.0,1
86520,2015-2016,39.0,1
86521,2015-2016,50.0,1
86522,2015-2016,57.0,1
86525,2015-2016,68.0,1
86530,2015-2016,58.0,-1
86540,2015-2016,43.0,1
86542,2015-2016,64.0,-1
86546,2015-2016,69.0,-1
86548,2015-2016,69.0,-1
86557,2015-2016,52.0,1
86558,2015-2016,60.0,-1
86560,2015-2016,24.0,1
86563,2015-2016,58.0,1
86564,2015-2016,64.0,1
86565,2015-2016,66.0,-1
86566,2015-2016,40.0,1
86568,2015-2016,46.0,1
86573,2015-2016,65.0,1
86580,2015-2016,59.0,-1
86581,2015-2016,65.0,-1
86588,2015-2016,65.0,1
86590,2015-2016,42.0,1
86591,2015-2016,53.0,1
86598,2015-2016,25.0,1
86600,2015-2016,25.0,1
86601,2015-2016,23.0,1
86610,2015-2016,52.0,-1
86614,2015-2016,55.0,1
86620,2015-2016,58.0,-1
86624,2015-2016,51.0,1
86627,2015-2016,68.0,1
86629,2015-2016,23.0,1
86633,2015-2016,62.0,1
86640,2015-2016,59.0,1
86641,2015-2016,59.0,1
86649,2015-2016,32.0,1
86652,2015-2016,59.0,-1
86655,2015-2016,54.0,1
86661,2015-2016,62.0,1
86664,2015-2016,69.0,1
86665,2015-2016,68.0,1
86667,2015-2016,63.0,1
86668,2015-2016,37.0,1
86674,2015-2016,62.0,1
86675,2015-2016,62.0,1
86676,2015-2016,43.0,-1
86679,2015-2016,23.0,-1
86685,2015-2016,63.0,-1
86687,2015-2016,53.0,-1
86689,2015-2016,30.0,1
86691,2015-2016,55.0,-1
86696,2015-2016,67.0,-1
86703,2015-2016,59.0,1
86705,2015-2016,59.0,1
86707,2015-2016,30.0,1
86710,2015-2016,33.0,1
86712,2015-2016,64.0,-1
86713,2015-2016,65.0,1
86715,2015-2016,50.0,-1
86717,2015-2016,62.0,1
86731,2015-2016,29.0,-1
86732,2015-2016,69.0,1
86737,2015-2016,50.0,-1
86740,2015-2016,57.0,-1
86742,2015-2016,54.0,-1
86745,2015-2016,65.0,1
86747,2015-2016,47.0,1
86748,2015-2016,63.0,-1
86759,2015-2016,60.0,1
86761,2015-2016,40.0,1
86777,2015-2016,52.0,-1
86782,2015-2016,23.0,1
86784,2015-2016,64.0,-1
86785,2015-2016,49.0,1
86787,2015-2016,60.0,1
86790,2015-2016,29.0,-1
86805,2015-2016,31.0,-1
86806,2015-2016,64.0,-1
86809,2015-2016,59.0,1
86812,2015-2016,64.0,-1
86817,2015-2016,60.0,1
86820,2015-2016,52.0,-1
86829,2015-2016,37.0,1
86837,2015-2016,57.0,-1
86848,2015-2016,58.0,1
86855,2015-2016,39.0,-1
86856,2015-2016,54.0,-1
86864,2015-2016,48.0,1
86872,2015-2016,66.0,-1
86875,2015-2016,66.0,1
86877,2015-2016,40.0,-1
86879,2015-2016,63.0,-1
86881,2015-2016,51.0,1
86886,2015-2016,52.0,1
86887,2015-2016,58.0,-1
86889,2015-2016,47.0,1
86909,2015-2016,48.0,1
86918,2015-2016,51.0,1
86928,2015-2016,52.0,-1
86929,2015-2016,52.0,1
86932,2015-2016,59.0,-1
86940,2015-2016,64.0,1
86942,2015-2016,50.0,-1
86947,2015-2016,30.0,1
86967,2015-2016,51.0,1
86968,2015-2016,25.0,1
86969,2015-2016,41.0,1
86971,2015-2016,24.0,1
86972,2015-2016,42.0,1
86974,2015-2016,47.0,1
86980,2015-2016,54.0,1
86998,2015-2016,64.0,-1
87000,2015-2016,64.0,1
87003,2015-2016,53.0,-1
87007,2015-2016,45.0,1
87016,2015-2016,53.0,-1
87018,2015-2016,49.0,1
87021,2015-2016,58.0,1
87035,2015-2016,29.0,-1
87049,2015-2016,62.0,1
87064,2015-2016,64.0,1
87069,2015-2016,49.0,-1
87072,2015-2016,52.0,1
87078,2015-2016,63.0,1
87084,2015-2016,56.0,1
87099,2015-2016,66.0,1
87107,2015-2016,24.0,-1
87109,2015-2016,67.0,1
87111,2015-2016,67.0,1
87112,2015-2016,60.0,1
87113,2015-2016,68.0,-1
87114,2015-2016,60.0,-1
87115,2015-2016,66.0,1
87118,2015-2016,54.0,1
87122,2015-2016,65.0,-1
87123,2015-2016,68.0,-1
87132,2015-2016,39.0,1
87135,2015-2016,57.0,1
87138,2015-2016,45.0,1
87148,2015-2016,55.0,-1
87150,2015-2016,60.0,1
87156,2015-2016,57.0,1
87158,2015-2016,65.0,1
87168,2015-2016,49.0,1
87169,2015-2016,39.0,1
87170,2015-2016,50.0,1
87172,2015-2016,42.0,1
87175,2015-2016,69.0,1
87177,2015-2016,57.0,-1
87180,2015-2016,33.0,1
87185,2015-2016,24.0,1
87198,2015-2016,69.0,1
87200,2015-2016,28.0,1
87201,2015-2016,32.0,1
87202,2015-2016,39.0,1
87208,2015-2016,35.0,-1
87209,2015-2016,62.0,1
87221,2015-2016,63.0,1
87225,2015-2016,35.0,1
87226,2015-2016,41.0,1
87228,2015-2016,62.0,1
87235,2015-2016,43.0,1
87237,2015-2016,65.0,-1
87242,2015-2016,26.0,-1
87244,2015-2016,29.0,-1
87245,2015-2016,29.0,1
87251,2015-2016,50.0,1
87255,2015-2016,45.0,1
87256,2015-2016,65.0,1
87257,2015-2016,59.0,1
87258,2015-2016,30.0,-1
87260,2015-2016,61.0,1
87262,2015-2016,29.0,1
87264,2015-2016,38.0,1
87268,2015-2016,56.0,1
87270,2015-2016,63.0,-1
87278,2015-2016,46.0,1
87281,2015-2016,48.0,1
87283,2015-2016,42.0,1
87288,2015-2016,53.0,1
87289,2015-2016,37.0,1
87290,2015-2016,62.0,1
87292,2015-2016,41.0,-1
87294,2015-2016,64.0,1
87297,2015-2016,46.0,1
87301,2015-2016,69.0,-1
87314,2015-2016,67.0,1
87319,2015-2016,52.0,1
87321,2015-2016,68.0,1
87322,2015-2016,58.0,1
87324,2015-2016,21.0,1
87325,2015-2016,69.0,1
87333,2015-2016,40.0,-1
87334,2015-2016,36.0,-1
87337,2015-2016,60.0,1
87345,2015-2016,52.0,1
87347,2015-2016,57.0,-1
87349,2015-2016,25.0,1
87351,2015-2016,38.0,1
87360,2015-2016,67.0,-1
87365,2015-2016,30.0,1
87369,2015-2016,24.0,1
87377,2015-2016,54.0,-1
87379,2015-2016,29.0,1
87383,2015-2016,36.0,1
87387,2015-2016,63.0,1
87393,2015-2016,26.0,1
87398,2015-2016,40.0,-1
87400,2015-2016,56.0,1
87409,2015-2016,44.0,-1
87413,2015-2016,41.0,1
87415,2015-2016,59.0,1
87416,2015-2016,69.0,1
87417,2015-2016,60.0,1
87422,2015-2016,20.0,1
87423,2015-2016,31.0,1
87426,2015-2016,48.0,1
87429,2015-2016,65.0,-1
87430,2015-2016,38.0,-1
87436,2015-2016,36.0,1
87437,2015-2016,43.0,1
87445,2015-2016,67.0,1
87448,2015-2016,49.0,1
87454,2015-2016,56.0,1
87472,2015-2016,22.0,1
87477,2015-2016,59.0,-1
87486,2015-2016,46.0,1
87489,2015-2016,61.0,-1
87490,2015-2016,58.0,1
87494,2015-2016,59.0,-1
87496,2015-2016,58.0,-1
87506,2015-2016,48.0,1
87507,2015-2016,62.0,-1
87512,2015-2016,44.0,1
87534,2015-2016,67.0,1
87556,2015-2016,65.0,-1
87560,2015-2016,58.0,1
87565,2015-2016,36.0,1
87573,2015-2016,55.0,1
87580,2015-2016,51.0,1
87583,2015-2016,61.0,1
87586,2015-2016,43.0,-1
87587,2015-2016,54.0,1
87591,2015-2016,47.0,1
87596,2015-2016,60.0,1
87601,2015-2016,52.0,-1
87605,2015-2016,54.0,1
87607,2015-2016,68.0,1
87608,2015-2016,53.0,1
87626,2015-2016,63.0,-1
87630,2015-2016,54.0,1
87636,2015-2016,42.0,-1
87638,2015-2016,52.0,1
87640,2015-2016,37.0,1
87648,2015-2016,39.0,1
87649,2015-2016,44.0,1
87655,2015-2016,57.0,-1
87657,2015-2016,22.0,1
87661,2015-2016,56.0,1
87663,2015-2016,50.0,1
87665,2015-2016,44.0,1
87669,2015-2016,49.0,1
87671,2015-2016,52.0,1
87673,2015-2016,68.0,-1
87684,2015-2016,44.0,1
87693,2015-2016,52.0,1
87696,2015-2016,66.0,-1
87710,2015-2016,62.0,-1
87711,2015-2016,46.0,-1
87717,2015-2016,59.0,1
87720,2015-2016,27.0,-1
87733,2015-2016,39.0,1
87750,2015-2016,66.0,1
87756,2015-2016,57.0,1
87757,2015-2016,49.0,1
87758,2015-2016,53.0,1
87770,2015-2016,68.0,-1
87772,2015-2016,36.0,1
87773,2015-2016,53.0,-1
87774,2015-2016,24.0,1
87776,2015-2016,48.0,1
87777,2015-2016,67.0,1
87778,2015-2016,56.0,1
87788,2015-2016,44.0,1
87791,2015-2016,53.0,1
87799,2015-2016,48.0,1
87801,2015-2016,42.0,1
87803,2015-2016,62.0,1
87805,2015-2016,48.0,1
87806,2015-2016,53.0,1
87816,2015-2016,48.0,1
87819,2015-2016,37.0,-1
87824,2015-2016,54.0,1
87827,2015-2016,27.0,1
87832,2015-2016,61.0,1
87839,2015-2016,62.0,-1
87841,2015-2016,50.0,1
87842,2015-2016,66.0,-1
87843,2015-2016,66.0,-1
87845,2015-2016,28.0,1
87852,2015-2016,48.0,1
87886,2015-2016,28.0,1
87895,2015-2016,37.0,1
87897,2015-2016,50.0,1
87898,2015-2016,68.0,-1
87901,2015-2016,38.0,1
87903,2015-2016,54.0,-1
87909,2015-2016,49.0,-1
87910,2015-2016,50.0,1
87916,2015-2016,35.0,-1
87921,2015-2016,59.0,1
87923,2015-2016,50.0,1
87939,2015-2016,36.0,1
87942,2015-2016,32.0,1
87944,2015-2016,55.0,1
87945,2015-2016,36.0,1
87956,2015-2016,57.0,-1
87957,2015-2016,48.0,1
87959,2015-2016,49.0,1
87961,2015-2016,44.0,-1
87962,2015-2016,61.0,1
87974,2015-2016,32.0,1
87983,2015-2016,53.0,1
87984,2015-2016,61.0,-1
87985,2015-2016,66.0,-1
87988,2015-2016,38.0,1
87995,2015-2016,54.0,1
87997,2015-2016,25.0,-1
88002,2015-2016,67.0,-1
88011,2015-2016,64.0,1
88018,2015-2016,48.0,1
88021,2015-2016,60.0,1
88022,2015-2016,60.0,1
88025,2015-2016,43.0,1
88030,2015-2016,27.0,1
88031,2015-2016,32.0,-1
88034,2015-2016,63.0,-1
88040,2015-2016,41.0,-1
88042,2015-2016,67.0,1
88054,2015-2016,62.0,-1
88065,2015-2016,26.0,-1
88075,2015-2016,41.0,-1
88081,2015-2016,36.0,-1
88083,2015-2016,46.0,1
88086,2015-2016,31.0,-1
88087,2015-2016,29.0,1
88092,2015-2016,40.0,1
88096,2015-2016,68.0,-1
88102,2015-2016,62.0,1
88103,2015-2016,68.0,-1
88111,2015-2016,65.0,1
88114,2015-2016,57.0,-1
88119,2015-2016,67.0,1
88120,2015-2016,54.0,1
88123,2015-2016,26.0,1
88125,2015-2016,61.0,1
88126,2015-2016,45.0,1
88128,2015-2016,57.0,1
88131,2015-2016,39.0,1
88132,2015-2016,42.0,1
88137,2015-2016,66.0,1
88144,2015-2016,68.0,1
88146,2015-2016,45.0,1
88148,2015-2016,68.0,1
88149,2015-2016,69.0,-1
88151,2015-2016,67.0,-1
88158,2015-2016,51.0,1
88161,2015-2016,63.0,-1
88173,2015-2016,64.0,-1
88175,2015-2016,68.0,-1
88178,2015-2016,29.0,1
88181,2015-2016,39.0,1
88185,2015-2016,42.0,1
88188,2015-2016,51.0,-1
88191,2015-2016,68.0,-1
88198,2015-2016,63.0,1
88199,2015-2016,29.0,1
88203,2015-2016,64.0,1
88206,2015-2016,65.0,1
88215,2015-2016,22.0,-1
88216,2015-2016,28.0,1
88217,2015-2016,51.0,-1
88218,2015-2016,54.0,1
88222,2015-2016,44.0,-1
88224,2015-2016,48.0,1
88230,2015-2016,42.0,1
88231,2015-2016,62.0,1
88232,2015-2016,65.0,-1
88241,2015-2016,54.0,1
88243,2015-2016,60.0,-1
88253,2015-2016,61.0,1
88255,2015-2016,59.0,-1
88262,2015-2016,41.0,1
88264,2015-2016,63.0,1
88272,2015-2016,43.0,1
88294,2015-2016,36.0,-1
88298,2015-2016,63.0,-1
88304,2015-2016,65.0,1
88306,2015-2016,41.0,1
88307,2015-2016,57.0,1
88319,2015-2016,67.0,-1
88320,2015-2016,61.0,-1
88327,2015-2016,51.0,1
88328,2015-2016,46.0,1
88330,2015-2016,62.0,1
88332,2015-2016,23.0,1
88337,2015-2016,49.0,1
88339,2015-2016,43.0,1
88342,2015-2016,45.0,-1
88351,2015-2016,41.0,1
88353,2015-2016,34.0,1
88355,2015-2016,69.0,-1
88365,2015-2016,36.0,-1
88367,2015-2016,64.0,-1
88385,2015-2016,43.0,1
88388,2015-2016,55.0,-1
88389,2015-2016,68.0,1
88393,2015-2016,60.0,1
88395,2015-2016,65.0,1
88400,2015-2016,58.0,1
88412,2015-2016,34.0,1
88417,2015-2016,59.0,1
88422,2015-2016,62.0,1
88425,2015-2016,45.0,1
88428,2015-2016,47.0,1
88429,2015-2016,51.0,1
88431,2015-2016,64.0,1
88432,2015-2016,33.0,-1
88439,2015-2016,47.0,1
88445,2015-2016,31.0,1
88450,2015-2016,49.0,1
88451,2015-2016,34.0,1
88453,2015-2016,59.0,1
88459,2015-2016,38.0,1
88460,2015-2016,46.0,1
88462,2015-2016,51.0,1
88481,2015-2016,58.0,1
88485,2015-2016,40.0,1
88488,2015-2016,66.0,1
88501,2015-2016,31.0,1
88503,2015-2016,48.0,1
88507,2015-2016,32.0,1
88509,2015-2016,32.0,1
88514,2015-2016,62.0,-1
88518,2015-2016,56.0,1
88526,2015-2016,68.0,1
88529,2015-2016,35.0,1
88530,2015-2016,49.0,1
88537,2015-2016,45.0,1
88538,2015-2016,66.0,-1
88544,2015-2016,67.0,-1
88549,2015-2016,46.0,-1
88551,2015-2016,52.0,1
88566,2015-2016,60.0,-1
88568,2015-2016,23.0,1
88572,2015-2016,34.0,1
88575,2015-2016,48.0,1
88583,2015-2016,31.0,1
88588,2015-2016,50.0,1
88590,2015-2016,45.0,1
88600,2015-2016,59.0,1
88601,2015-2016,24.0,1
88606,2015-2016,66.0,-1
88607,2015-2016,21.0,1
88609,2015-2016,67.0,-1
88613,2015-2016,58.0,1
88622,2015-2016,48.0,1
88625,2015-2016,33.0,-1
88626,2015-2016,68.0,-1
88630,2015-2016,32.0,1
88634,2015-2016,59.0,-1
88637,2015-2016,49.0,1
88638,2015-2016,46.0,1
88640,2015-2016,58.0,1
88647,2015-2016,59.0,1
88651,2015-2016,52.0,1
88654,2015-2016,61.0,1
88657,2015-2016,62.0,1
88658,2015-2016,48.0,1
88659,2015-2016,63.0,1
88661,2015-2016,40.0,1
88664,2015-2016,51.0,-1
88668,2015-2016,68.0,1
88680,2015-2016,38.0,1
88684,2015-2016,28.0,1
88696,2015-2016,47.0,1
88699,2015-2016,42.0,1
88700,2015-2016,21.0,-1
88703,2015-2016,47.0,1
88708,2015-2016,49.0,1
88709,2015-2016,25.0,1
88713,2015-2016,51.0,-1
88719,2015-2016,61.0,1
88720,2015-2016,28.0,1
88724,2015-2016,60.0,1
88725,2015-2016,31.0,-1
88728,2015-2016,52.0,1
88729,2015-2016,69.0,-1
88731,2015-2016,50.0,-1
88738,2015-2016,58.0,1
88742,2015-2016,24.0,1
88743,2015-2016,65.0,1
88755,2015-2016,37.0,1
88758,2015-2016,63.0,1
88767,2015-2016,66.0,1
88770,2015-2016,53.0,1
88775,2015-2016,45.0,1
88776,2015-2016,42.0,1
88780,2015-2016,69.0,-1
88781,2015-2016,41.0,-1
88791,2015-2016,66.0,-1
88795,2015-2016,30.0,1
88796,2015-2016,64.0,1
88797,2015-2016,69.0,1
88804,2015-2016,55.0,1
88823,2015-2016,68.0,1
88827,2015-2016,67.0,1
88829,2015-2016,41.0,1
88834,2015-2016,62.0,1
88841,2015-2016,38.0,-1
88845,2015-2016,62.0,1
88847,2015-2016,60.0,1
88848,2015-2016,56.0,1
88851,2015-2016,54.0,-1
88854,2015-2016,51.0,1
88856,2015-2016,32.0,1
88859,2015-2016,50.0,1
88862,2015-2016,51.0,-1
88864,2015-2016,53.0,-1
88871,2015-2016,61.0,1
88874,2015-2016,64.0,-1
88875,2015-2016,60.0,1
88877,2015-2016,53.0,1
88878,2015-2016,20.0,1
88879,2015-2016,32.0,1
88881,2015-2016,54.0,1
88884,2015-2016,24.0,1
88887,2015-2016,40.0,1
88888,2015-2016,69.0,-1
88892,2015-2016,27.0,-1
88894,2015-2016,21.0,1
88897,2015-2016,31.0,1
88900,2015-2016,49.0,1
88901,2015-2016,33.0,-1
88902,2015-2016,68.0,-1
88906,2015-2016,29.0,1
88914,2015-2016,25.0,1
88925,2015-2016,69.0,1
88927,2015-2016,50.0,1
88932,2015-2016,38.0,1
88937,2015-2016,48.0,1
88942,2015-2016,57.0,1
88943,2015-2016,43.0,-1
88947,2015-2016,66.0,1
88952,2015-2016,60.0,-1
88956,2015-2016,43.0,1
88960,2015-2016,53.0,1
88961,2015-2016,54.0,1
88976,2015-2016,46.0,1
88982,2015-2016,59.0,-1
88984,2015-2016,58.0,1
88990,2015-2016,52.0,1
88991,2015-2016,65.0,1
89003,2015-2016,52.0,1
89005,2015-2016,43.0,1
89006,2015-2016,50.0,1
89013,2015-2016,54.0,1
89019,2015-2016,36.0,1
89025,2015-2016,48.0,1
89028,2015-2016,54.0,1
89034,2015-2016,69.0,1
89038,2015-2016,25.0,1
89041,2015-2016,48.0,1
89044,2015-2016,30.0,1
89047,2015-2016,37.0,1
89054,2015-2016,49.0,1
89068,2015-2016,59.0,1
89069,2015-2016,63.0,1
89070,2015-2016,63.0,-1
89077,2015-2016,53.0,1
89081,2015-2016,43.0,-1
89083,2015-2016,46.0,1
89084,2015-2016,67.0,1
89093,2015-2016,57.0,1
89099,2015-2016,59.0,1
89102,2015-2016,60.0,-1
89104,2015-2016,43.0,1
89107,2015-2016,69.0,1
89111,2015-2016,27.0,1
89116,2015-2016,22.0,-1
89120,2015-2016,47.0,1
89123,2015-2016,29.0,1
89124,2015-2016,39.0,-1
89127,2015-2016,35.0,1
89131,2015-2016,51.0,-1
89134,2015-2016,37.0,1
89141,2015-2016,45.0,1
89156,2015-2016,62.0,1
89157,2015-2016,61.0,1
89158,2015-2016,55.0,1
89162,2015-2016,51.0,1
89166,2015-2016,47.0,1
89168,2015-2016,56.0,1
89173,2015-2016,63.0,1
89175,2015-2016,44.0,1
89177,2015-2016,62.0,-1
89178,2015-2016,21.0,-1
89181,2015-2016,58.0,1
89182,2015-2016,55.0,1
89183,2015-2016,24.0,-1
89184,2015-2016,66.0,0
89192,2015-2016,44.0,-1
89197,2015-2016,47.0,1
89201,2015-2016,50.0,-1
89204,2015-2016,45.0,-1
89208,2015-2016,57.0,-1
